title,manufacturer,price
2.991576671600342,3.290978193283081,2.9892566204071045
3.1649580001831055,3.382108211517334,3.24920654296875
0.0,0.0,0.0
2.683103084564209,2.8699114322662354,2.7153732776641846
2.2093331813812256,2.2924997806549072,2.293081283569336
1.6362948417663574,2.0560660362243652,1.6361173391342163
3.2040951251983643,3.3632657527923584,3.2874786853790283
2.969813823699951,3.1939632892608643,2.9846503734588623
2.329108238220215,2.5648081302642822,2.6308114528656006
3.4831132888793945,3.637847423553467,3.474522113800049
2.532700777053833,2.63889217376709,2.6902496814727783
3.056433916091919,3.30291748046875,3.0429036617279053
3.04020094871521,3.1920559406280518,3.150310754776001
3.271275758743286,3.433377742767334,3.6572749614715576
2.6097025871276855,2.82857084274292,2.5783185958862305
3.106013536453247,3.082570791244507,3.280019760131836
2.6741623878479004,2.9210567474365234,2.6578075885772705
2.434514045715332,2.5310590267181396,2.5610735416412354
2.4323763847351074,2.7582995891571045,2.4723892211914062
2.6207990646362305,2.7329230308532715,2.747443675994873
2.1330459117889404,2.339447259902954,2.201174736022949
2.48874831199646,2.9311187267303467,2.489403009414673
2.4443256855010986,2.793719530105591,2.523475408554077
2.8458011150360107,2.9230573177337646,2.863565444946289
0.0,0.0,0.0
3.470292806625366,3.4451727867126465,3.488806962966919
0.5721297860145569,1.1595202684402466,0.8484492301940918
1.9677038192749023,2.2175986766815186,2.0242979526519775
2.595090389251709,2.6231274604797363,2.7379860877990723
2.833500623703003,2.8756954669952393,2.8156397342681885
0.1862555295228958,0.3263757526874542,0.2546258866786957
2.714684009552002,2.907888412475586,2.8033103942871094
3.021714687347412,3.2187857627868652,3.2303295135498047
2.806521415710449,2.881972551345825,2.764183521270752
1.715477466583252,2.7186708450317383,2.1412906646728516
2.9615166187286377,2.9846062660217285,3.004925012588501
2.367428779602051,2.4319140911102295,2.3721368312835693
2.568410873413086,2.7321488857269287,2.6613516807556152
1.367614507675171,1.5043994188308716,1.5016015768051147
2.4837868213653564,2.774104356765747,2.864715337753296
3.266716718673706,3.2653727531433105,3.329561948776245
0.0,0.0,0.0
2.2615654468536377,2.7443230152130127,2.425020694732666
3.2126569747924805,3.338224172592163,3.340980291366577
2.387451171875,2.894460439682007,2.933049440383911
1.5652981996536255,1.8584842681884766,1.586360216140747
2.0429019927978516,2.4821479320526123,2.072533369064331
2.2061853408813477,2.681457996368408,2.231116533279419
3.1836109161376953,3.2740912437438965,3.4815168380737305
3.0928025245666504,3.217120885848999,3.1670801639556885
