Gen-Son,Gen-Art,Gen-Alb,Gen-Pri,Gen-Cop,Gen-Tim,Gen-Rel
8.656317710876465,14.906222343444824,10.084161758422852,9.66091251373291,15.164606094360352,8.147635459899902,15.24446964263916
7.72330379486084,13.80012321472168,9.191263198852539,8.866570472717285,14.123558044433594,6.270961761474609,14.049494743347168
4.209385871887207,7.763787269592285,5.450559139251709,4.669909954071045,8.331426620483398,3.4470973014831543,8.221331596374512
2.412482976913452,4.5338969230651855,3.0790865421295166,3.1124508380889893,5.229433059692383,2.371546983718872,5.343057632446289
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8999810218811035,1.6352866888046265,1.1336599588394165,1.1866447925567627,1.8903071880340576,0.9061893820762634,1.9226982593536377
0.8999441862106323,1.6619768142700195,1.1399916410446167,1.1493422985076904,1.9011496305465698,0.8795694708824158,1.9255118370056152
4.125869274139404,6.6687445640563965,4.918191909790039,4.225681304931641,6.961450099945068,3.4697797298431396,6.739227294921875
5.498912334442139,11.858760833740234,6.809751033782959,5.9025349617004395,12.515509605407715,4.658238410949707,12.1212739944458
3.8353657722473145,8.343565940856934,6.226520538330078,4.0962419509887695,8.895049095153809,3.2010080814361572,8.585844039916992
0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.160817623138428,8.311975479125977,6.323298454284668,5.464041709899902,8.777510643005371,4.184607028961182,8.390713691711426
3.5958340167999268,6.393501281738281,4.47326135635376,3.935293674468994,6.867643356323242,3.015493154525757,6.73413610458374
5.038710117340088,9.427957534790039,6.207200050354004,6.314429759979248,10.860942840576172,4.935037136077881,10.859211921691895
5.899036884307861,12.587353706359863,8.728158950805664,7.773352146148682,13.009922981262207,5.053744316101074,12.610323905944824
6.55018949508667,11.821333885192871,8.231955528259277,7.296039581298828,12.451434135437012,5.624156951904297,12.065359115600586
5.241997718811035,12.403867721557617,6.370738506317139,5.869255542755127,13.619857788085938,4.695663928985596,13.222198486328125
0.8635959029197693,1.6005314588546753,1.1282260417938232,1.1188937425613403,1.8247820138931274,0.8117010593414307,1.8774709701538086
1.7631875276565552,3.3211305141448975,2.315253496170044,2.2157838344573975,3.6900105476379395,1.6018649339675903,3.7648136615753174
4.323702335357666,6.73089075088501,5.066620349884033,4.522822380065918,6.9804253578186035,3.6778624057769775,6.740750789642334
2.491805076599121,4.599067687988281,3.2006795406341553,3.225740432739258,5.305883407592773,2.4062283039093018,5.366832256317139
6.592608451843262,11.316843032836914,8.271621704101562,6.993412494659424,11.754488945007324,5.393802642822266,11.259803771972656
3.467494249343872,8.499560356140137,4.299165725708008,3.832707643508911,9.10063362121582,2.9863877296447754,9.078368186950684
6.903335094451904,12.491531372070312,8.42995548248291,8.018302917480469,12.897494316101074,6.413614273071289,12.68558120727539
4.536063194274902,7.8704047203063965,5.758105754852295,5.0058770179748535,8.50445556640625,3.737927198410034,8.211094856262207
6.337103843688965,11.223658561706543,8.017314910888672,6.983865261077881,11.926227569580078,4.440748691558838,11.484231948852539
0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.294165134429932,12.448394775390625,7.441295146942139,6.518552303314209,12.632689476013184,5.392920970916748,12.352560043334961
7.377230644226074,13.635685920715332,8.925765037536621,8.629395484924316,14.007379531860352,6.984222412109375,13.903318405151367
3.2404510974884033,6.103558540344238,4.153714656829834,4.254622459411621,7.01845645904541,3.205772638320923,7.1720290184021
2.1614913940429688,3.9533467292785645,2.798799753189087,2.573732852935791,4.221035957336426,1.8374649286270142,4.238444805145264
