Art-Son,Art-Alb,Art-Gen,Art-Pri,Art-Cop,Art-Tim,Art-Rel
8.565985679626465,9.973652839660645,14.906222343444824,9.502312660217285,15.44701862335205,8.139309883117676,15.727932929992676
6.429490089416504,8.95256519317627,13.80012321472168,8.75136661529541,14.719400405883789,6.153672218322754,14.653298377990723
4.068104267120361,5.186012268066406,7.763787269592285,4.541767597198486,7.578827857971191,3.383059501647949,7.55725622177124
2.370056390762329,2.9691169261932373,4.5338969230651855,3.01666522026062,4.824509620666504,2.33927059173584,4.8969573974609375
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8833765983581543,1.1009987592697144,1.6352866888046265,1.1493394374847412,1.7495315074920654,0.889245331287384,1.7751163244247437
0.8815363645553589,1.1032512187957764,1.6619768142700195,1.1117198467254639,1.744010090827942,0.8623602986335754,1.762760043144226
4.023300647735596,4.776339530944824,6.6687445640563965,4.142521858215332,6.659801483154297,3.4145567417144775,6.472622871398926
5.3465447425842285,6.549881458282471,11.858760833740234,5.7885589599609375,12.288976669311523,4.584139823913574,11.795812606811523
3.7308218479156494,4.502222061157227,8.343565940856934,3.991527795791626,8.357720375061035,3.1454412937164307,8.125680923461914
0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.989767551422119,6.093818664550781,8.311975479125977,5.338650226593018,8.267915725708008,4.113415241241455,7.966276168823242
3.4918899536132812,4.29116678237915,6.393501281738281,3.8228302001953125,6.292714595794678,2.959469795227051,6.219944953918457
4.919350624084473,6.043586254119873,9.427957534790039,6.189199924468994,10.090666770935059,4.836808681488037,10.162858009338379
5.7505693435668945,8.402274131774902,12.587353706359863,7.587249279022217,13.232977867126465,4.975152969360352,12.742940902709961
6.3338189125061035,7.88718843460083,11.821333885192871,7.0791850090026855,12.386507987976074,5.5367536544799805,11.78161334991455
5.127457618713379,6.191237926483154,12.403867721557617,5.762087345123291,13.134106636047363,4.598255157470703,12.764368057250977
0.8419037461280823,1.0810987949371338,1.6005314588546753,1.0728791952133179,1.6433204412460327,0.7936103940010071,1.681486964225769
1.7187931537628174,2.2188360691070557,3.3211305141448975,2.1379942893981934,3.340409278869629,1.5677177906036377,3.4137420654296875
4.204588413238525,4.9258270263671875,6.73089075088501,4.442886829376221,6.86998987197876,3.617914915084839,6.625264644622803
2.4275853633880615,3.0733134746551514,4.599067687988281,3.104809522628784,4.843730449676514,2.359417200088501,4.8887834548950195
6.375362396240234,7.954619884490967,11.316843032836914,6.825554370880127,11.60275936126709,5.278632640838623,11.03132152557373
3.371250867843628,4.129166603088379,8.499560356140137,3.735583782196045,6.27325439453125,2.9338958263397217,6.257727146148682
6.705485820770264,8.142170906066895,12.491531372070312,7.827041149139404,13.404976844787598,6.297203540802002,13.172566413879395
4.392969131469727,5.521159648895264,7.8704047203063965,4.875,7.88429069519043,3.6660497188568115,7.661341190338135
5.104269981384277,7.69264554977417,11.223658561706543,6.817866802215576,11.453588485717773,4.370537281036377,11.040616035461426
0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.102714538574219,7.238152503967285,12.448394775390625,6.446963310241699,12.751704216003418,5.299705505371094,12.517122268676758
7.199882984161377,8.61815071105957,13.635685920715332,8.466863632202148,14.628662109375,6.872322082519531,14.532427787780762
3.1876935958862305,4.0144243240356445,6.103558540344238,4.133984088897705,6.469614028930664,3.1371076107025146,6.634462356567383
2.091789484024048,2.6736488342285156,3.9533467292785645,2.476921558380127,3.8269383907318115,1.7957487106323242,3.85853910446167
