Cop-Son,Cop-Art,Cop-Alb,Cop-Gen,Cop-Pri,Cop-Tim,Cop-Rel
1.6253007650375366,2.7730796337127686,2.050659418106079,3.0388333797454834,2.1048378944396973,1.5299654006958008,3.057050943374634
1.0818225145339966,1.9367069005966187,1.3969228267669678,2.1687493324279785,1.3147903680801392,0.9440710544586182,2.166053295135498
7.148931980133057,8.551886558532715,7.691133499145508,8.650390625,8.19761848449707,7.062492847442627,8.691790580749512
7.125232219696045,8.95261287689209,7.789887428283691,9.095685005187988,8.453907012939453,6.98556661605835,9.03283977508545
1.4298337697982788,2.40432071685791,1.8226056098937988,2.6581480503082275,1.79507577419281,1.287339687347412,2.6228132247924805
1.0092201232910156,1.993341326713562,1.2902971506118774,2.1516506671905518,1.3405375480651855,0.9990110397338867,2.3254852294921875
1.051232099533081,1.878737449645996,1.3669400215148926,2.0647077560424805,1.3111122846603394,0.9613669514656067,2.1067845821380615
2.033212900161743,2.829930067062378,2.3334710597991943,3.043036460876465,2.383894443511963,1.8101519346237183,2.93369722366333
1.1706563234329224,2.3108179569244385,1.5109509229660034,2.5198564529418945,1.4718698263168335,1.0886744260787964,2.5726776123046875
1.4395135641098022,2.40327787399292,1.7948944568634033,2.6094677448272705,1.7839914560317993,1.3216665983200073,2.6149728298187256
1.102196216583252,2.003084182739258,1.4024040699005127,2.1703710556030273,1.3779715299606323,1.048344373703003,2.256885290145874
1.2964342832565308,2.350006341934204,1.691664695739746,2.6120667457580566,1.6313718557357788,1.1526427268981934,2.574720859527588
1.0291237831115723,1.892386555671692,1.3440678119659424,2.0838263034820557,1.3132764101028442,0.9517382979393005,2.1488733291625977
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0463080406188965,1.9383846521377563,1.3396164178848267,2.090519428253174,1.3826156854629517,1.0247955322265625,2.2370259761810303
2.2772576808929443,5.452337741851807,2.579341411590576,5.988883018493652,2.854297161102295,2.228121757507324,5.958326816558838
2.6967034339904785,6.337044715881348,2.9240901470184326,6.668900489807129,3.1203036308288574,2.5584523677825928,6.427774906158447
2.1464719772338867,3.1980979442596436,2.4566712379455566,3.3856325149536133,2.7110595703125,2.116243362426758,3.40301251411438
2.079542398452759,3.087421417236328,2.4021480083465576,3.2515013217926025,2.6092591285705566,2.0735862255096436,3.2839725017547607
2.3685715198516846,5.6894426345825195,2.666741371154785,6.364633083343506,2.9224581718444824,2.2827610969543457,6.186751365661621
0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.741212844848633,6.812955856323242,5.620601654052734,7.013455390930176,6.003475666046143,4.290992736816406,6.923562049865723
4.414719104766846,6.773691654205322,5.410228252410889,7.0175676345825195,6.070920944213867,4.045296669006348,6.912365436553955
1.723415493965149,2.7444710731506348,2.068610191345215,3.0023717880249023,2.1536202430725098,1.5621980428695679,2.935264825820923
2.482450246810913,3.1805875301361084,2.690600633621216,3.31315541267395,2.81089186668396,2.309877634048462,3.253262519836426
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1032816171646118,1.9746922254562378,1.4266961812973022,2.1581246852874756,1.4042174816131592,1.0197237730026245,2.2031662464141846
1.111080527305603,2.0519938468933105,1.4399150609970093,2.2546169757843018,1.4440250396728516,1.03636634349823,2.320169448852539
6.121162414550781,7.803811550140381,6.67819881439209,7.940486907958984,7.31329345703125,5.746837139129639,7.871650218963623
4.724106311798096,7.456197738647461,5.876589775085449,7.7397141456604,6.848608016967773,4.387060165405273,7.55974817276001
1.550795078277588,2.6739158630371094,1.8893235921859741,2.873971939086914,2.004899024963379,1.5551036596298218,2.981173515319824
1.9440470933914185,5.229226589202881,2.378908634185791,5.834295749664307,2.6613731384277344,1.8883390426635742,5.976968288421631
2.066932201385498,5.513463973999023,2.4846904277801514,6.132595539093018,2.7355804443359375,2.0175414085388184,6.175355434417725
1.0929216146469116,1.9539450407028198,1.4112681150436401,2.13968563079834,1.3819336891174316,1.0123543739318848,2.1937403678894043
2.7855634689331055,5.316950798034668,3.509976863861084,5.858920097351074,3.774238348007202,2.769698143005371,6.114838123321533
1.9135977029800415,2.9999377727508545,2.2714874744415283,3.1725656986236572,2.4875376224517822,1.9426664113998413,3.250356912612915
2.056347608566284,5.421224117279053,2.467172384262085,6.0355753898620605,2.7224056720733643,1.983729362487793,5.905087947845459
4.193789958953857,7.1784234046936035,5.091392993927002,7.5705084800720215,5.693258762359619,3.974299669265747,7.41285514831543
2.472684621810913,3.240663766860962,2.702043056488037,3.363507032394409,2.8372747898101807,2.3152174949645996,3.309346914291382
