Song_Name,Artist_Name,Album_Name,Price,CopyRight,Released,Genre,Time
0.04016455262899399,0.042607247829437256,2.1599464416503906,0.05229406803846359,4.517488479614258,0.32789766788482666,1.9451109170913696,6.70589542388916
0.040611632168293,0.046610139310359955,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.07376699149608612,0.15606243908405304,1.275646448135376,0.09268876910209656
0.15673068165779114,0.1355476975440979,0.1065138652920723,0.12189052253961563,0.12613828480243683,0.07453900575637817,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1887553483247757,0.0608079731464386,0.6890245676040649,0.3082851469516754,0.43862688541412354,0.18743540346622467,0.4888097941875458,0.563585102558136
0.47306808829307556,0.15245504677295685,0.4417419731616974,0.6337366700172424,0.5805774331092834,0.6758469939231873,0.5400761961936951,1.2395755052566528
0.720977783203125,0.7835040092468262,0.6498052477836609,0.4417419731616974,2.456955909729004,2.072009325027466,1.9021836519241333,2.0666959285736084
2.272615671157837,1.086077332496643,0.8203405141830444,2.1405739784240723,1.1668540239334106,1.8793702125549316,1.8543373346328735,0.0
0.0,0.0,0.0,0.0,0.8104091286659241,3.450173854827881,0.0,0.0
