exp,token,attribute,tuple,weight,data_inx
0,ulusoy,authors,R,0.12620628330757672,9
0,bibliography,title,L,0.11148912263154842,9
0,real-time,title,R,0.10731056678755653,9
0,özgür,authors,L,0.0962143442824758,9
0,real-time,title,L,0.09032569275856406,9
0,systems,title,R,0.08314460640486263,9
0,ulusoy,authors,L,0.07188684428028498,9
0,an,title,R,0.06519244665677805,9
0,sigmod,venue,L,0.06036778586455882,9
0,database,title,R,0.05681449136859857,9
0,1995,year,L,0.05599831636749154,9
0,r,authors,R,0.05301836401585895,9
0,&#252;,authors,R,0.042366980368469816,9
0,acm,venue,R,-0.041533951229904865,9
0,systems,title,L,0.038641877006310964,9
0,zg,authors,R,-0.037392594322283666,9
0,an,title,L,0.03543343226656792,9
0,sigmod,venue,R,-0.03293593161418876,9
0,record,venue,R,-0.03018104365364346,9
0,record,venue,L,-0.021354235341060877,9
1,conference,venue,L,0.18371483695135718,16
1,fundamental,title,R,0.15943089203677296,16
1,optimization,title,R,0.10683838082474832,16
1,1996,year,L,0.09426534476367766,16
1,optimization,title,L,0.08721013888294879,16
1,for,title,L,0.07233710610248281,16
1,techniques,title,R,0.0696174797241889,16
1,fundamental,title,L,0.06512907557994886,16
1,malkemus,authors,L,0.0628616181452934,16
1,conference,venue,R,0.05795012453070603,16
1,order,title,R,0.05031811147224072,16
1,management,venue,R,-0.048201848723555846,16
1,shekita,authors,R,-0.043045933301534195,16
1,j.,authors,L,-0.04212510558482651,16
1,eugene,authors,R,0.03977969270896588,16
1,order,title,L,0.03744870121259577,16
1,simmen,authors,L,-0.035957191913256914,16
1,david,authors,R,0.03525155979560832,16
1,sigmod,venue,L,0.033779257316684685,16
1,international,venue,R,0.028834938959625363,16
2,1994,year,R,0.1432921012275233,59
2,1994,year,L,0.14210484237058632,59
2,structured-text,title,R,-0.11898840316509977,59
2,w.,authors,L,0.11809313703563337,59
2,system,title,R,0.08256768299140076,59
2,an,title,L,0.08185209698855822,59
2,retrieval,title,L,0.08020717037127595,59
2,annevelink,authors,R,-0.07758295964673721,59
2,structured-text,title,L,0.0626795032345854,59
2,yan,authors,L,0.061112933138071014,59
2,retrieval,title,R,0.05403382883135718,59
2,integrating,title,L,0.05374628309048121,59
2,with,title,L,-0.05135892327917086,59
2,a,title,R,0.044717266202118786,59
2,database,title,L,0.04364211375101095,59
2,an,title,R,0.04361908574099037,59
2,with,title,R,0.036688225840257355,59
2,system,title,L,0.033174003715948044,59
2,yan,authors,R,0.023818701430786477,59
2,very,venue,R,0.004145746748469323,59
3,aggarwal,authors,L,0.13840485246572992,84
3,2002,year,L,0.13793265021659973,84
3,aggarwal,authors,R,0.11088098889073557,84
3,conference,venue,L,0.10053073345294795,84
3,framework,title,L,0.09155577110445211,84
3,2002,year,R,0.06758943257369035,84
3,:,title,R,0.061992107378754706,84
3,a,title,R,0.0601950847997754,84
3,dimensional,title,R,0.05818793980307177,84
3,charu,authors,L,0.05773923298345206,84
3,for,title,R,0.04664344718019997,84
3,neighbor,title,R,0.041275569101732086,84
3,search,title,L,0.03677404758994824,84
3,data,title,L,0.036622085519027646,84
3,hierarchical,title,L,0.0317501701536263,84
3,search,title,R,0.03144559686845969,84
3,data,venue,R,0.028228272562392877,84
3,hierarchical,title,R,0.016935249770591014,84
3,selectivity,title,R,0.01609174707835058,84
3,management,venue,R,0.01596293973160995,84
4,bernstein,authors,R,0.16634596304020371,97
4,object,title,R,0.1354916420222527,97
4,sigmod,venue,R,0.10556302507442918,97
4,oriented,title,R,0.10530833219608624,97
4,record,venue,R,0.07767749951869805,97
4,oriented,title,L,0.0639217678962477,97
4,bernstein,authors,L,0.06326484173320404,97
4,1998,year,R,0.05480356162178198,97
4,repositories,title,R,0.05201089432606157,97
4,databases,title,R,0.05126585200969381,97
4,sigmod,venue,L,-0.04859904975419812,97
4,a.,authors,R,0.046921183818110834,97
4,repositories,title,L,0.044979322914896036,97
4,object,title,L,0.04396431217917929,97
4,and,title,L,0.04297394769057937,97
4,a.,authors,L,-0.042706048079808705,97
4,1998,year,L,0.03625984859526687,97
4,philip,authors,L,0.03384630555323024,97
4,and,title,R,-0.02487111184066369,97
4,acm,venue,R,0.02453296898559419,97
5,li,authors,R,-0.14377738989818575,109
5,in,title,L,0.140440360744313,109
5,oriented,title,L,0.13978381429020287,109
5,methods,title,L,0.13843571044419922,109
5,j.,venue,L,-0.11590417971297198,109
5,2003,year,L,0.10149002936868637,109
5,",",authors,R,-0.08147606931381263,109
5,kamalakar,authors,L,0.0709225517456442,109
5,qing,authors,L,0.06761277292382303,109
5,oriented,title,R,0.06379038371924883,109
5,very,venue,R,0.06262896207361048,109
5,fung,authors,L,0.05660966411256351,109
5,kamalakar,authors,R,0.0542224481900799,109
5,object,title,R,0.04943731301493168,109
5,partitioning,title,R,0.0467460338201191,109
5,vertical,title,L,0.04063406903699032,109
5,",",authors,L,0.03255559393210395,109
5,for,title,L,0.031044383882746607,109
5,databases,title,R,0.028384641609903186,109
5,for,title,R,0.010694090684570733,109
6,1994,year,R,0.2207241682005306,112
6,modeling,title,L,0.1650580338049082,112
6,toiati,authors,L,0.1276761736585864,112
6,",",authors,L,-0.11350853022379216,112
6,conference,venue,L,0.10972457866799407,112
6,conceptual,title,L,-0.09095285030866586,112
6,application,title,L,0.08221933753503564,112
6,",",authors,R,0.07895770295598287,112
6,and,title,R,0.07769787292925169,112
6,prototyping,title,L,0.06961728993524255,112
6,-,title,L,-0.06903796668492898,112
6,a,title,L,-0.0576285560617464,112
6,prototyping,title,R,0.05433170330263162,112
6,m.,authors,R,-0.05380787495112603,112
6,of,title,R,0.052558409186715255,112
6,m.,authors,L,0.04724699166810041,112
6,1994,year,L,0.045558164741683914,112
6,conference,venue,R,0.041615281668524184,112
6,michele,authors,L,0.04153375468591081,112
6,missikoff,authors,R,0.021805506707656273,112
7,1994,year,R,0.2739408391239118,131
7,1994,year,L,0.18235669815130956,131
7,using,title,L,0.11326852032048518,131
7,in,title,L,-0.1076423608235483,131
7,databases,title,L,0.10173918424251295,131
7,networks,title,R,-0.09482546237285361,131
7,neural,title,R,0.08673364676595154,131
7,clifton,authors,R,-0.08252290399381532,131
7,databases,title,R,0.0804993587234861,131
7,semantic,title,L,0.07256382987547377,131
7,networks,title,L,0.0714105784310553,131
7,large,venue,R,-0.06639320502465526,131
7,heterogeneous,title,L,0.04839709844386418,131
7,very,venue,R,0.04838582717010355,131
7,",",authors,R,-0.046441079113540853,131
7,bases,venue,R,-0.0438852417157716,131
7,integration,title,R,0.0376744750698283,131
7,clifton,authors,L,0.028985500497273387,131
7,chris,authors,R,0.026788984501551132,131
7,wen-syan,authors,R,0.013954678471431158,131
8,in,title,L,0.11361228965148969,138
8,business,title,R,0.10063032173901808,138
8,abrol,authors,R,-0.08902461538843046,138
8,2001,year,R,0.07586999797565663,138
8,latarche,authors,L,0.06595638088602035,138
8,navigating,title,L,0.06497465735282888,138
8,michel,authors,R,-0.06111094325393017,138
8,data,title,L,0.05631633107580886,138
8,business,title,L,0.055685384191477685,138
8,mao,authors,R,0.05567565599342395,138
8,portals,title,R,0.05452699242240199,138
8,large-scale,title,L,0.05247240257626961,138
8,large-scale,title,R,0.051442938671868846,138
8,wang,authors,L,0.047686286264731786,138
8,neil,authors,R,0.04742334383225432,138
8,grace,authors,R,0.043110862724746686,138
8,rajat,authors,L,0.04053309436730979,138
8,grace,authors,L,0.037335864520062705,138
8,data,title,R,0.022800031179708413,138
8,raghavan,authors,R,0.013404409986395936,138
9,1997,year,L,0.1988604905788132,141
9,user-adaptable,title,L,0.15501176257470897,141
9,similarity,title,L,0.09748252563894902,141
9,",",authors,R,0.09745518861087316,141
9,large,title,L,0.0925053142649332,141
9,efficient,title,L,0.08444994362874066,141
9,bases,venue,R,-0.0811710925855425,141
9,vldb,venue,L,-0.07758483535606885,141
9,kriegel,authors,R,0.07086297039908968,141
9,databases,title,R,0.06697838417555162,141
9,multimedia,title,R,-0.06500233541308659,141
9,search,title,R,0.058831100785324816,141
9,user-adaptable,title,R,-0.05859729051864096,141
9,1997,year,R,0.05146604059692715,141
9,",",authors,L,0.04899684945533868,141
9,search,title,L,0.048401932474836866,141
9,data,venue,R,-0.040638476313929466,141
9,in,title,R,0.025342386998611806,141
9,thomas,authors,R,0.023089831412203766,141
9,hans-peter,authors,R,0.02119154784221724,141
10,1994,year,L,0.140332028436551,145
10,on,venue,R,-0.12327969162766345,145
10,1994,year,R,0.12154491679550866,145
10,sigmod,venue,L,0.09827304423043666,145
10,management,venue,R,0.09030677726823708,145
10,international,venue,R,-0.08763341877410293,145
10,conference,venue,R,0.08692565479359692,145
10,blakeley,authors,R,0.08462184362654708,145
10,a.,authors,R,0.07326723036834515,145
10,open,title,R,0.06982346202958703,145
10,systems,title,R,0.06828290108690795,145
10,data,venue,R,0.06357749033668916,145
10,blakeley,authors,L,0.06234297484117804,145
10,conference,venue,L,0.05738951590564249,145
10,management,title,R,0.05498146462956832,145
10,management,title,L,-0.050576857795871934,145
10,database,title,L,0.041214656851036355,145
10,&#233;,authors,R,-0.03740595247650191,145
10,object,title,L,0.036439471331997424,145
10,a.,authors,L,0.030387552685225618,145
11,peer,title,L,0.1626443028583774,168
11,peter,authors,L,0.15173736491269077,168
11,g.,authors,L,-0.11884350615653133,168
11,yana,authors,L,-0.11710384200627515,168
11,miklau,authors,R,0.0804382029203235,168
11,2003,year,R,0.07550413879977824,168
11,igor,authors,R,0.07287733806762352,168
11,piazza,title,L,0.06882715420201312,168
11,n.,authors,L,0.06521309825849099,168
11,sigmod,venue,R,0.06485117904697343,168
11,igor,authors,L,0.06044612217704952,168
11,tatarinov,authors,R,0.05837609372537902,168
11,luna,authors,R,0.05663820302405722,168
11,peter,authors,R,0.046849704171505926,168
11,management,title,R,0.04680257343134658,168
11,dan,authors,L,0.04445226164982406,168
11,kadiyska,authors,L,0.043924586124343905,168
11,piazza,title,R,0.03586426169667147,168
11,mork,authors,L,0.03120388568958172,168
11,project,title,R,0.019227734994814158,168
12,indexes,title,R,0.14872464287500292,169
12,2000,year,R,0.12370739848795542,169
12,automated,title,R,0.10412619504093903,169
12,agrawal,authors,R,0.08914887662550723,169
12,2000,year,L,0.08899138077039867,169
12,",",authors,L,0.07958733901281917,169
12,in,title,L,0.05545644526924412,169
12,databases,title,L,0.050325336646441156,169
12,narasayya,authors,R,0.046563868931033175,169
12,data,venue,R,0.03700094156402532,169
12,very,venue,R,0.03513279658734479,169
12,automated,title,L,0.03398417954654605,169
12,of,title,L,0.03368734771767227,169
12,surajit,authors,R,0.03313772865994734,169
12,sql,title,L,0.03297441383725327,169
12,databases,title,R,0.03260698947846113,169
12,selection,title,R,0.029385433423846547,169
12,and,title,L,0.028877259683133847,169
12,narasayya,authors,L,0.027623982030811227,169
12,large,venue,R,0.02020199268440617,169
13,warehouse,title,L,0.16474956192548224,187
13,system,title,R,0.16336214929481793,187
13,dwms,title,R,0.12937587364025965,187
13,mohan,authors,L,0.08661674450544367,187
13,1996,year,R,0.07762723971990687,187
13,data,venue,R,0.061873505413424575,187
13,very,venue,R,0.057272376368864036,187
13,management,title,L,0.05208841964656135,187
13,mohan,authors,R,0.05004666873384579,187
13,:,title,R,0.04858733215377251,187
13,vldb,venue,L,0.04043396400376002,187
13,bases,venue,R,0.03979098846814069,187
13,dwms,title,L,0.039062422569129035,187
13,narendra,authors,R,0.028875904667079327,187
13,management,title,R,-0.02244519252363164,187
13,system,title,L,0.021861010863124544,187
13,data,title,R,0.020997007762275727,187
13,warehouse,title,R,0.01687105839507325,187
13,large,venue,R,-0.015400303545473929,187
13,1996,year,L,-0.011358821369359793,187
14,system,title,L,0.1625882856450278,195
14,angelika,authors,L,0.12003544819943801,195
14,conference,venue,R,0.10784999911003923,195
14,series,title,R,0.1056790550153323,195
14,1995,year,L,0.08012317418998963,195
14,calanda,title,L,0.07239073820849971,195
14,management,title,L,0.07192841071720589,195
14,data,venue,R,-0.06959848799756908,195
14,calanda,title,R,0.06768920225684144,195
14,the,title,R,0.059562869054665235,195
14,management,venue,R,0.059434766180151304,195
14,system,title,R,0.057298197417630765,195
14,dreyer,authors,L,0.056617813774124844,195
14,management,title,R,0.04423489865282352,195
14,time,title,L,0.04282085409590442,195
14,1995,year,R,0.031049523886749985,195
14,dittrich,authors,R,0.02827538370970055,195
14,angelika,authors,R,0.02639019231602965,195
14,series,title,L,0.01471741777130252,195
14,schmidt,authors,R,0.01269365285549477,195
15,systems,title,R,0.15705890704062736,200
15,of,venue,R,-0.14518787809526315,200
15,grid,title,L,0.14481407157611614,200
15,2003,year,R,0.12170527948776105,200
15,jagatheesan,authors,L,0.1148397467954558,200
15,arcot,authors,L,0.09626388747656543,200
15,jagatheesan,authors,R,0.09277682034261685,200
15,data,title,R,0.09073573570352256,200
15,international,venue,R,0.0906288287324496,200
15,2003,year,L,0.08947080427505792,200
15,management,venue,R,0.08907122153528911,200
15,systems,title,L,0.08802725286428172,200
15,conference,venue,L,0.08035259951362117,200
15,arun,authors,R,-0.06232944772608878,200
15,arcot,authors,R,0.05794051305444214,200
15,management,title,L,0.050770153623190636,200
15,rajasekar,authors,L,-0.03991218868730787,200
15,",",authors,L,0.018025441507253534,200
15,management,title,R,0.016928913291407926,200
15,grid,title,R,0.014990120934822734,200
16,systems,title,L,0.21116107416689125,219
16,1990,title,R,-0.17363933302091386,219
16,1994,year,L,0.1626923527521207,219
16,database,title,L,0.13544286077014883,219
16,sigmod,venue,L,0.09721044910836177,219
16,database,title,R,0.09328576894329903,219
16,j.,authors,R,0.09283290265359538,219
16,conference,venue,L,0.07132042103443104,219
16,parallel,title,L,0.07111981502113617,219
16,michael,authors,L,0.06451075318037089,219
16,1994,year,R,0.06154727587828792,219
16,in,title,L,-0.05621306041307181,219
16,systems,title,R,0.0554463163429871,219
16,'s,title,R,-0.05460378393260285,219
16,parallel,title,R,0.05111455254852243,219
16,'s,title,L,0.05053655859672277,219
16,in,title,R,0.04658817127604564,219
16,of,venue,R,-0.030126626200727282,219
16,1990,title,L,0.020830016192515927,219
16,carey,authors,R,0.01998706113866756,219
17,:,title,L,0.12366992751746449,239
17,dbms,title,R,0.11047578139801624,239
17,2000,year,L,0.1061403315602449,239
17,leonidas,authors,L,-0.0982785836708728,239
17,lambda-db,title,L,0.08408983405853768,239
17,lambda-db,title,R,0.0768291342374944,239
17,rajendran,authors,R,0.07029009805631364,239
17,srinivasan,authors,R,0.06724347450812872,239
17,leonidas,authors,R,-0.06606380954105456,239
17,:,title,R,0.06492987397246837,239
17,on,venue,R,0.06191575751900258,239
17,data,venue,R,0.05983824797345208,239
17,conference,venue,L,0.0487947598696536,239
17,2000,year,R,0.04373847698620295,239
17,david,authors,R,0.0429301768175041,239
17,management,venue,R,0.03219132813578721,239
17,arvind,authors,R,0.027261754408044386,239
17,chandrasekhar,authors,L,0.024336744999635826,239
17,chandrasekhar,authors,R,0.017573888889072842,239
17,dbms,title,L,0.013672265288448355,239
18,data,venue,R,-0.12898854246111702,248
18,extensible,title,L,0.11679197358583769,248
18,--,venue,R,0.11086737984446104,248
18,an,title,R,-0.10184936269733563,248
18,arturo,authors,L,0.09617982829605366,248
18,1997,year,L,0.08832052406426001,248
18,az,authors,R,0.08433964974014765,248
18,databases,title,R,0.06680467922030052,248
18,jaime,authors,L,0.06377211310697878,248
18,vldb,venue,R,0.05827511840284404,248
18,databases,title,L,0.04896372371016253,248
18,d,authors,R,0.04865979375710877,248
18,:,title,R,0.04257506388617909,248
18,exact,title,L,0.03906841093188106,248
18,approach,title,L,0.03153867032451875,248
18,:,title,L,0.03089534432577805,248
18,an,title,L,0.030387120581976082,248
18,large,venue,R,0.028910246895068003,248
18,extensible,title,R,0.018662220805186144,248
18,to,title,R,0.018139813286102383,248
19,-,title,R,0.13581677350166999,249
19,",",title,L,0.087475037864711,249
19,",",authors,L,0.08351877084018265,249
19,a.,authors,L,0.08005613112132216,249
19,database,venue,L,0.07569644602774318,249
19,schneider,authors,R,0.07339489791459772,249
19,lh,title,L,0.05710701381853891,249
19,1996,year,R,0.054288659248716724,249
19,neimat,authors,R,0.05156783943332224,249
19,structure,title,R,0.0495827990358342,249
19,",",authors,R,0.047449363141135424,249
19,acm,venue,R,0.04451790899793341,249
19,database,venue,R,0.037643559836515475,249
19,donovan,authors,R,0.03576184343436656,249
19,distributed,title,L,0.03567483664352303,249
19,data,title,R,0.03256963935853655,249
19,trans,venue,L,0.03058899311262615,249
19,transactions,venue,R,0.0303457186739161,249
19,lh,title,R,0.020665199033881382,249
19,litwin,authors,L,0.01829667150589791,249
20,1999,year,R,0.22967959370464763,261
20,management,title,R,0.15894886121523732,261
20,1999,year,L,0.1292109525368964,261
20,system,title,L,0.09827342236013632,261
20,data,venue,R,0.09356105103295224,261
20,the,title,R,0.09172862220322733,261
20,object-oriented,title,R,0.08854693252364612,261
20,conference,venue,L,0.08010197301091389,261
20,",",authors,L,-0.052156594747840665,261
20,on,venue,R,-0.0505437882505088,261
20,workflow,title,R,0.04867324150083709,261
20,vossen,authors,R,0.04674988939582632,261
20,sigmod,venue,L,0.03800299905249947,261
20,international,venue,R,0.035919938177292575,261
20,management,venue,R,-0.034866704198063814,261
20,management,title,L,0.03154541801691977,261
20,conference,venue,R,0.029228157735295083,261
20,gottfried,authors,R,0.02277539036754548,261
20,object-oriented,title,L,0.01936923760326392,261
20,system,title,R,0.016845009840022764,261
21,:,title,R,0.14286674990190085,269
21,mohan,authors,L,-0.14260929984719095,269
21,aries/csa,title,R,0.1424576628348346,269
21,method,title,R,0.12118216523984124,269
21,database,title,L,0.11484573955135116,269
21,international,venue,R,-0.10900030139227249,269
21,client-server,title,L,0.10305253100499027,269
21,recovery,title,L,-0.10229044693681366,269
21,management,venue,R,0.09552383646267168,269
21,:,title,L,0.09400520910037298,269
21,1994,year,R,0.09148904509897597,269
21,in,title,R,0.08392928852472098,269
21,for,title,L,0.059289452114240686,269
21,architectures,title,R,0.05717368283770233,269
21,recovery,title,R,0.05293853037319191,269
21,narang,authors,R,0.04772216112813646,269
21,inderpal,authors,L,0.032054705831368865,269
21,method,title,L,0.026973003504939367,269
21,conference,venue,L,0.011548297879896608,269
21,aries/csa,title,L,-0.0019450738772374989,269
22,binding,title,L,0.17934459568760466,271
22,disjunctive,title,R,0.13912202408262062,271
22,1998,year,R,0.10978686657501839,271
22,vldb,venue,L,-0.1038147194359925,271
22,very,venue,R,0.09971973806401722,271
22,1998,year,L,0.09246934418083093,271
22,sergio,authors,L,0.0893701456910675,271
22,greco,authors,L,0.07853330994426093,271
22,disjunctive,title,L,0.0743258649296651,271
22,bases,venue,R,-0.056309877745530715,271
22,greco,authors,R,0.043365155213225294,271
22,binding,title,R,0.04292805355499446,271
22,databases,title,R,0.040974693584210346,271
22,databases,title,L,0.03549244031781262,271
22,propagation,title,L,0.03412493470699769,271
22,in,title,L,0.0328763480122987,271
22,data,venue,R,-0.028331793329019833,271
22,propagation,title,R,0.007894192359442742,271
22,in,title,R,-0.005678290844113826,271
22,large,venue,R,0.002485159932742524,271
23,paul,authors,L,0.12120048138394811,287
23,ordering,title,R,0.11996792415531668,287
23,shum,authors,R,0.09904017728136477,287
23,multi-clip,title,L,-0.09875731622227477,287
23,1998,year,R,0.08526554781762016,287
23,t.,authors,L,0.08285873540362326,287
23,shum,authors,L,0.08011455988247924,287
23,optimal,title,L,0.07911658567786421,287
23,international,venue,R,0.07802392388679914,287
23,vldb,venue,R,0.06323347122254928,287
23,very,venue,R,-0.06262578057347253,287
23,t.,authors,R,0.06203750202762251,287
23,queries,title,R,0.06016551436936334,287
23,clip,title,L,0.05520308141205709,287
23,large,venue,R,0.0551174278516044,287
23,multi-clip,title,R,0.052097595386445254,287
23,",",authors,R,0.04647137171860047,287
23,for,title,R,0.03958156822597272,287
23,on,venue,R,-0.03248802057789603,287
23,ordering,title,L,0.021848785868921698,287
24,kashyap,authors,L,-0.14928371632666443,292
24,1995,year,L,0.14185057707037085,292
24,conference,venue,L,0.13484853938167823,292
24,:,title,R,0.11161918440743784,292
24,satish,authors,R,-0.10473743814678203,292
24,information,title,R,0.09359034342155634,292
24,retrieval,title,R,0.08930434310346083,292
24,1995,year,R,0.08605945625269616,292
24,information,title,L,0.06909095538786847,292
24,:,title,L,0.06583150521142422,292
24,shklar,authors,L,0.05575273803049323,292
24,shklar,authors,R,0.05178548511909513,292
24,heterogeneous,title,R,0.04565061301413223,292
24,conference,venue,R,0.041229666021627635,292
24,and,title,L,0.03972774215780278,292
24,",",authors,L,0.035180857033518184,292
24,kashyap,authors,R,0.03455075982203034,292
24,a,title,R,0.032114664584991424,292
24,sheth,authors,R,0.02063213573744751,292
24,retrieval,title,L,0.015586961825330467,292
25,good,title,R,0.20765517881353635,317
25,melton,authors,L,0.10919114670770874,317
25,sql/xml,title,R,0.0979950680720751,317
25,",",authors,L,-0.08213189526796118,317
25,progress,title,R,0.07853439137700001,317
25,is,title,R,0.06774522934560066,317
25,melton,authors,R,0.06656288741486249,317
25,is,title,L,0.0664280043361553,317
25,record,venue,L,0.06425850044290352,317
25,making,title,L,0.06154643506002294,317
25,2002,year,L,0.04939049977476408,317
25,jim,authors,L,0.04920433666259972,317
25,2002,year,R,0.0481575462403857,317
25,sigmod,venue,L,0.04648660297984013,317
25,andrew,authors,L,0.045954874005761835,317
25,jim,authors,R,-0.045805137056837066,317
25,record,venue,R,-0.03367567399166108,317
25,making,title,R,0.02439194506550519,317
25,andrew,authors,R,0.02122903255645361,317
25,progress,title,L,0.00801070530776002,317
26,mariposa,title,L,0.10121319319041909,329
26,sidell,authors,L,-0.09823777353010345,329
26,jeff,authors,R,0.08810405900241948,329
26,:,title,L,0.08029876926278448,329
26,system,title,R,0.07769920457414724,329
26,vldb,venue,L,0.06297501781431224,329
26,on,venue,R,0.06161758449990184,329
26,database,title,L,0.06102204140018585,329
26,1996,year,R,0.057976686081515356,329
26,sah,authors,L,0.053918811069957995,329
26,michael,authors,R,0.05253222205037841,329
26,distributed,title,L,0.04960944286672228,329
26,aoki,authors,L,0.04569019039968555,329
26,mariposa,title,R,0.04392118421354265,329
26,aoki,authors,R,-0.039566921446699155,329
26,stonebraker,authors,R,0.03942765240980621,329
26,avi,authors,L,0.03790135713356551,329
26,pfeffer,authors,R,0.027749003433327552,329
26,journal,venue,R,0.02427104725683642,329
26,wide-area,title,L,0.023849527006684728,329
27,fong,authors,R,0.17340069228543195,347
27,joseph,authors,R,0.125799557600993,347
27,relational,title,R,0.125087482151926,347
27,relational,title,L,0.11455866553186073,347
27,to,title,R,0.09725786732161382,347
27,1997,year,R,0.06901956936442448,347
27,object-oriented,title,L,0.0654127440352158,347
27,fong,authors,L,0.06335697150174802,347
27,joseph,authors,L,0.057303747263765796,347
27,record,venue,R,0.0518875922503759,347
27,converting,title,R,0.050136985773531234,347
27,databases,title,R,0.04892461251155083,347
27,object-oriented,title,R,-0.04316069562978161,347
27,databases,title,L,-0.03203669506157994,347
27,record,venue,L,-0.030978525169861243,347
27,sigmod,venue,L,-0.023216615990513636,347
27,1997,year,L,0.01773054926694805,347
27,acm,venue,R,-0.005702753935436297,347
27,converting,title,L,0.0022412394001250307,347
27,sigmod,venue,R,-0.00043138022412250135,347
28,2003,year,L,0.20914458893954466,382
28,2003,year,R,0.18450672175237534,382
28,vldb,venue,L,0.16177007362078205,382
28,international,venue,R,0.13374861995476953,382
28,--,venue,R,-0.12705306041563483,382
28,editorial,title,R,0.1182492814353984,382
28,vldb,venue,R,-0.10629968561477883,382
28,joshi,authors,R,0.0995026928529702,382
28,vijay,authors,R,-0.08242169592951833,382
28,atluri,authors,L,0.07193438218152239,382
28,anupam,authors,L,0.07085976727420155,382
28,large,venue,R,-0.07047805233405614,382
28,yelena,authors,L,0.06642710116996642,382
28,data,venue,R,-0.06617051779883744,382
28,joshi,authors,L,0.05905537018991734,382
28,yesha,authors,L,0.04783500338374011,382
28,vijay,authors,L,-0.047236688637359844,382
28,journal,venue,R,-0.044626699960388864,382
28,editorial,title,L,0.04404133620904414,382
28,yesha,authors,R,0.035460931451156884,382
29,editorial,title,R,0.1590041906607459,393
29,j.,venue,L,-0.1459633903038433,393
29,editorial,title,L,0.1290817480334531,393
29,data,venue,R,-0.12161354975430516,393
29,guest,title,L,0.11435665386950403,393
29,halevy,authors,L,0.10901362697251597,393
29,halevy,authors,R,0.1060078913485928,393
29,alon,authors,L,0.10422876200747196,393
29,very,venue,R,0.1027302806186367,393
29,on,venue,R,0.09251537816653976,393
29,y.,authors,R,-0.08322905280115189,393
29,2002,year,L,-0.07474473393387797,393
29,2002,year,R,0.06593814492159288,393
29,y.,authors,L,-0.046054025054537186,393
29,alon,authors,R,0.04551549636499787,393
29,guest,title,R,-0.03991868593859296,393
29,journal,venue,R,0.03668513465373787,393
29,vldb,venue,R,-0.030752443347195544,393
29,--,venue,R,0.02700680929156882,393
29,vldb,venue,L,-0.017951955497225027,393
30,2002,year,R,0.18881666304545358,399
30,conference,venue,L,0.17080263663979467,399
30,optimization,title,L,0.13449813934276802,399
30,query,title,R,0.12772721618099822,399
30,rate-based,title,R,0.08692890769822927,399
30,f.,authors,L,-0.0772896673341726,399
30,stratis,authors,L,-0.06964627242876527,399
30,optimization,title,R,-0.06856982049613007,399
30,information,title,L,0.06396071476802394,399
30,for,title,L,0.06324958862282225,399
30,2002,year,L,0.06269403484683454,399
30,query,title,L,0.05716341065688695,399
30,d.,authors,R,0.053409439740978976,399
30,sources,title,R,0.05168358682547259,399
30,stratis,authors,R,0.03956991057948009,399
30,naughton,authors,L,0.029232935015382742,399
30,streaming,title,R,0.02234292279383531,399
30,naughton,authors,R,0.021936962996238242,399
30,jeffrey,authors,L,0.01816576380384428,399
30,data,venue,R,0.016700229488543286,399
31,effective,title,L,0.13044365611711217,417
31,richard,authors,R,0.11243816282703027,417
31,--,venue,R,-0.10359919644922722,417
31,kristian,authors,R,0.09333040429920034,417
31,timestamping,title,R,0.08521140540531683,417
31,effective,title,R,0.07786737547246579,417
31,snodgrass,authors,L,0.07670928263233173,417
31,2000,year,L,0.07634108272462861,417
31,in,title,R,0.07579598208238499,417
31,vldb,venue,R,-0.07371323786606054,417
31,large,venue,R,-0.0710614018512752,417
31,on,venue,R,0.0642509617968998,417
31,j.,venue,L,-0.05342449883260353,417
31,jensen,authors,L,0.051835126780614624,417
31,the,venue,R,0.049085601895595125,417
31,vldb,venue,L,0.04871903731297803,417
31,databases,title,L,0.042238842761678316,417
31,international,venue,R,-0.0267762340597866,417
31,christian,authors,L,0.025854131896193566,417
31,kristian,authors,L,0.024914052381048473,417
32,2000,year,L,0.0994582350735645,422
32,yeha,authors,L,0.09814270243614824,422
32,",",title,R,0.09417142010183763,422
32,educational,title,L,0.09410105511488336,422
32,phatak,authors,R,0.08866099409993763,422
32,michael,authors,R,0.08711891491274117,422
32,enabled,title,R,0.07468319259337837,422
32,technology,title,R,0.06679434467172496,422
32,2000,year,R,0.06419305046906677,422
32,vldb,venue,L,0.06164503331873998,422
32,atfi,authors,R,0.054014772066244894,422
32,social,title,R,0.05271539745997556,422
32,data,venue,R,0.04439857914811975,422
32,carlo,authors,R,0.036606362995286114,422
32,change,title,L,0.036475250320015314,422
32,michael,authors,L,0.03595343924521632,422
32,gregg,authors,R,0.0320419140346242,422
32,",",authors,R,0.017245151175138515,422
32,",",authors,L,0.01482677869123521,422
32,phatak,authors,L,0.013123019199315288,422
33,sql,title,R,0.16936428939699144,456
33,server,title,R,0.14012670532093194,456
33,mid-tier,title,L,0.12674432191148582,456
33,caching,title,R,0.11845063231426524,456
33,2003,year,R,0.09605724501990896,456
33,transparent,title,R,0.09121934935520937,456
33,goldstein,authors,L,0.07760193389936448,456
33,in,title,L,0.07670780306133115,456
