title,authors,venue,year,sample_id
9.457536697387695,9.416049003601074,8.76728343963623,8.780412673950195,10813
8.854837417602539,8.837190628051758,8.149232864379883,8.18734359741211,10635
8.855453491210938,8.841266632080078,8.126675605773926,8.152426719665527,10554
9.470525741577148,9.442736625671387,8.200858116149902,8.268628120422363,10267
10.021233558654785,9.441373825073242,8.820600509643555,8.825822830200195,12557
9.47341537475586,9.368929862976074,8.777914047241211,8.78905963897705,12207
9.40649127960205,9.390193939208984,8.171372413635254,8.238584518432617,11613
9.450140953063965,9.439376831054688,8.240701675415039,8.794123649597168,11423
9.424883842468262,9.410584449768066,8.184331893920898,8.235273361206055,12056
9.473932266235352,9.456665992736816,8.223373413085938,8.777321815490723,12431
9.54676342010498,9.50743579864502,8.301238059997559,8.832547187805176,11440
9.483930587768555,9.405820846557617,8.786251068115234,8.817413330078125,10449
9.451211929321289,9.42237377166748,8.229257583618164,8.792424201965332,10704
9.510086059570312,8.854789733886719,8.88857650756836,8.866808891296387,11700
8.849710464477539,8.844026565551758,7.630373954772949,8.188289642333984,10758
8.886324882507324,8.87610912322998,8.186631202697754,8.221919059753418,11035
9.46600341796875,8.936805725097656,8.22219467163086,8.279221534729004,12264
9.46696662902832,8.909480094909668,8.201080322265625,8.279733657836914,10857
8.861844062805176,8.843424797058105,8.16697883605957,8.182717323303223,11643
9.408035278320312,8.889531135559082,8.20618724822998,8.21463680267334,12468
9.465296745300293,8.918909072875977,8.214102745056152,8.28537654876709,11599
8.91041088104248,8.860916137695312,7.641698837280273,8.21102523803711,11393
10.08716106414795,9.48456859588623,8.853886604309082,8.85650634765625,11911
9.442809104919434,9.408733367919922,8.216900825500488,8.247450828552246,11392
8.873995780944824,8.866432189941406,7.638497352600098,8.210359573364258,11958
9.469453811645508,9.444635391235352,8.216582298278809,8.277515411376953,12405
9.451359748840332,8.912156105041504,8.179859161376953,8.267024993896484,11654
8.898693084716797,8.869939804077148,8.165069580078125,8.20699691772461,10830
8.900106430053711,8.887304306030273,8.178832054138184,8.209354400634766,10238
9.43845272064209,9.421339988708496,8.211472511291504,8.243512153625488,10261
9.425392150878906,9.409418106079102,8.214160919189453,8.22330093383789,11781
9.460254669189453,8.926257133483887,7.690023422241211,8.255242347717285,11813
9.449462890625,9.4354887008667,8.23904037475586,8.233771324157715,12176
9.435066223144531,9.422201156616211,8.210597038269043,8.252832412719727,11257
9.455267906188965,8.916501998901367,7.687763690948486,8.251509666442871,11400
9.453649520874023,9.433899879455566,8.228680610656738,8.255507469177246,10718
8.863163948059082,8.846235275268555,8.159528732299805,8.163931846618652,10815
9.485427856445312,9.46694278717041,8.266505241394043,8.80316162109375,10230
9.433454513549805,8.898098945617676,8.187904357910156,8.256226539611816,10542
9.449440002441406,8.92350959777832,8.186729431152344,8.243847846984863,11224
8.938017845153809,8.919539451599121,8.18856143951416,8.235445976257324,10751
9.485466957092285,9.477656364440918,8.280570983886719,8.810761451721191,10286
9.437482833862305,9.433897972106934,8.227083206176758,8.241013526916504,10326
9.439925193786621,8.923620223999023,7.685528755187988,8.238504409790039,11510
9.437271118164062,8.912467002868652,8.18962287902832,8.249011039733887,12452
8.869330406188965,8.847497940063477,8.15939712524414,8.200047492980957,12275
9.394950866699219,9.400849342346191,8.182807922363281,8.230637550354004,12261
8.872427940368652,8.854631423950195,8.150687217712402,8.192264556884766,10707
9.441568374633789,9.406403541564941,8.227846145629883,8.782753944396973,12515
8.8671236038208,8.84924602508545,8.151023864746094,8.181075096130371,11106
9.465309143066406,9.459451675415039,8.204160690307617,8.257993698120117,10533
9.470199584960938,9.44552230834961,8.208128929138184,8.257038116455078,12143
9.469078063964844,9.443182945251465,8.219889640808105,8.772435188293457,12488
9.442376136779785,9.42638111114502,8.189512252807617,8.237527847290039,11760
9.404495239257812,8.880288124084473,8.161940574645996,8.20927619934082,12132
9.508119583129883,9.481112480163574,8.247581481933594,8.25186824798584,11935
9.481779098510742,9.471484184265137,8.24986457824707,8.286503791809082,10946
8.95266342163086,8.92458724975586,8.2022123336792,8.244524955749512,11887
8.902352333068848,8.877090454101562,7.653854846954346,8.18285846710205,10849
10.022794723510742,9.446093559265137,8.82921314239502,8.831324577331543,10774
8.827651977539062,8.833991050720215,7.603853702545166,8.169294357299805,12455
9.38817024230957,8.884342193603516,8.157600402832031,8.194780349731445,12340
9.456429481506348,9.44697093963623,8.221083641052246,8.273344039916992,10666
9.50189208984375,9.493656158447266,8.23253059387207,8.800435066223145,10514
8.84713077545166,8.8296537399292,7.625689506530762,8.192255973815918,10624
8.8420991897583,8.840754508972168,7.635634422302246,8.189567565917969,10439
8.838171005249023,8.82536792755127,8.143318176269531,8.208300590515137,12234
8.875667572021484,9.369295120239258,8.186347007751465,8.186905860900879,10156
8.853554725646973,8.846935272216797,7.6257548332214355,8.200275421142578,12204
8.85107421875,8.84829330444336,8.154159545898438,8.16153335571289,12106
10.03156852722168,9.461487770080566,8.832232475280762,8.844804763793945,10334
9.448854446411133,9.40737533569336,8.240463256835938,8.193941116333008,11372
9.51689338684082,9.493538856506348,8.269288063049316,8.805974960327148,11585
10.025023460388184,9.455740928649902,8.812800407409668,8.829448699951172,11336
9.447521209716797,9.440704345703125,8.202127456665039,8.248942375183105,12112
9.505179405212402,9.464945793151855,8.22046947479248,8.803013801574707,12037
9.402914047241211,9.39245891571045,8.196881294250488,8.192181587219238,11339
8.927132606506348,8.894692420959473,8.198768615722656,8.237852096557617,12281
9.398153305053711,9.387407302856445,8.138911247253418,8.197946548461914,12464
9.438851356506348,8.9215087890625,8.201593399047852,8.226581573486328,11606
8.908432006835938,8.8989896774292,8.177932739257812,8.215017318725586,12374
8.885958671569824,8.877882957458496,7.655620098114014,8.209871292114258,10969
9.470137596130371,9.445828437805176,8.240355491638184,8.254825592041016,10319
9.458380699157715,9.42979621887207,8.23895263671875,8.263175010681152,11472
9.442155838012695,8.92439079284668,8.20998477935791,8.235517501831055,10709
9.516955375671387,9.450035095214844,8.833671569824219,8.862220764160156,10895
8.836490631103516,8.819108009338379,7.597591400146484,8.166297912597656,10551
9.412862777709961,8.90455436706543,8.18612003326416,8.20838451385498,12115
9.403796195983887,8.887828826904297,8.186738014221191,8.222785949707031,11268
9.423478126525879,9.414106369018555,8.211570739746094,8.239518165588379,11477
8.86240005493164,8.854304313659668,8.166584968566895,8.208979606628418,11537
8.874443054199219,8.849428176879883,7.631785869598389,8.186861991882324,11192
8.876961708068848,8.86832046508789,8.1600980758667,8.197333335876465,11291
8.842138290405273,8.819069862365723,7.6242475509643555,8.170693397521973,10180
8.859033584594727,8.840699195861816,8.130435943603516,8.168701171875,12150
9.417530059814453,9.405721664428711,8.178558349609375,8.235051155090332,11363
9.403076171875,9.408557891845703,8.18995189666748,8.233121871948242,12125
8.892518043518066,9.383340835571289,8.192082405090332,8.219532012939453,11398
9.422832489013672,9.402505874633789,8.181442260742188,8.201828002929688,12165
8.888301849365234,8.872302055358887,7.650657653808594,8.209961891174316,11278
9.442273139953613,9.41458511352539,8.194130897521973,8.218245506286621,11040
8.939310073852539,8.9153413772583,8.185226440429688,8.219645500183105,12247
9.373672485351562,8.86054515838623,8.160115242004395,8.205341339111328,11250
9.505227088928223,9.461206436157227,8.791426658630371,8.826798439025879,12298
8.897889137268066,8.88355827331543,7.66149377822876,8.185011863708496,10236
9.41916561126709,9.412161827087402,8.18896198272705,8.222187995910645,10929
9.430688858032227,9.408555030822754,8.229909896850586,8.774605751037598,11615
9.53344440460205,9.4898099899292,8.288714408874512,8.8291597366333,11705
9.511231422424316,9.493565559387207,8.265070915222168,8.280426979064941,10912
8.919376373291016,8.91124153137207,7.680405616760254,8.219244956970215,10552
8.88295841217041,8.86529541015625,7.639423847198486,8.194989204406738,11963
8.880305290222168,8.880304336547852,7.657325267791748,8.225387573242188,10218
8.850582122802734,8.838930130004883,7.625853061676025,8.168580055236816,10581
8.891833305358887,8.855722427368164,8.161100387573242,8.218781471252441,10836
8.866445541381836,8.855247497558594,7.644043445587158,8.185301780700684,10950
8.877511978149414,8.857234001159668,7.650517463684082,8.208385467529297,10894
8.839481353759766,8.826430320739746,7.610371112823486,8.16735553741455,10658
8.85340690612793,8.844782829284668,7.630059242248535,8.168856620788574,12404
9.452658653259277,9.433489799499512,8.226265907287598,8.260908126831055,11021
9.423870086669922,9.421530723571777,8.209375381469727,8.243961334228516,10967
9.415060997009277,9.384597778320312,8.159369468688965,8.215376853942871,12253
8.881545066833496,8.854162216186523,8.177776336669922,8.220993995666504,11281
9.459896087646484,9.440519332885742,8.216120719909668,8.23798656463623,10418
9.441428184509277,9.41679859161377,8.200541496276855,8.21333122253418,10138
9.427674293518066,9.413224220275879,8.203805923461914,8.220442771911621,10185
9.41779613494873,9.408736228942871,8.199774742126465,8.230844497680664,10662
9.444138526916504,9.429826736450195,8.200302124023438,8.259108543395996,10095
9.455047607421875,9.419968605041504,8.267413139343262,8.783674240112305,12190
8.902536392211914,8.894619941711426,7.656036376953125,8.222128868103027,10812
9.394062042236328,8.881052017211914,8.178269386291504,8.201827049255371,10575
9.428583145141602,8.85264778137207,8.250483512878418,8.771016120910645,11195
9.470366477966309,9.440449714660645,8.254026412963867,8.825224876403809,10529
8.854408264160156,8.859258651733398,7.643075942993164,8.181254386901855,11200
8.833244323730469,8.836812019348145,7.618173599243164,8.180971145629883,12013
8.834835052490234,8.837517738342285,7.609176158905029,8.154153823852539,10750
8.803948402404785,8.797707557678223,7.556404113769531,7.618290424346924,10951
10.014615058898926,9.424731254577637,8.814713478088379,8.843273162841797,12486
9.417764663696289,9.40673542022705,8.201923370361328,8.236734390258789,12041
9.408954620361328,9.401721954345703,8.204203605651855,8.222663879394531,11687
9.445669174194336,9.43110466003418,8.19295597076416,8.228198051452637,11754
9.520089149475098,9.503623008728027,8.27194881439209,8.814634323120117,10592
8.8544282913208,8.846413612365723,7.643287181854248,8.194547653198242,10320
9.47965145111084,9.466801643371582,8.253713607788086,8.282400131225586,12036
8.854949951171875,8.845176696777344,7.634905815124512,8.173365592956543,11062
8.90142822265625,8.878632545471191,7.67061710357666,8.204193115234375,11211
9.492340087890625,9.470197677612305,8.264443397521973,8.268919944763184,10322
9.451420783996582,9.438611030578613,8.20892333984375,8.242746353149414,10726
8.871417045593262,8.858476638793945,7.6573076248168945,8.203278541564941,11145
8.877375602722168,8.881731033325195,8.158550262451172,8.208077430725098,11124
9.440643310546875,9.430304527282715,8.180039405822754,8.252568244934082,11405
8.853342056274414,8.849594116210938,7.623410224914551,8.167860984802246,11047
8.900883674621582,8.88232707977295,8.160284996032715,8.227970123291016,11617
9.416786193847656,9.407468795776367,8.187368392944336,8.22287368774414,10211
9.473386764526367,9.448856353759766,8.185272216796875,8.254416465759277,11255
9.434844970703125,9.412750244140625,8.24439525604248,8.26315975189209,11735
8.899182319641113,8.896055221557617,8.179872512817383,8.236807823181152,12363
9.41890811920166,8.902362823486328,8.16504955291748,8.231252670288086,12225
9.436162948608398,9.417054176330566,8.198901176452637,8.230844497680664,10577
9.432880401611328,8.902523040771484,7.6692280769348145,8.23232364654541,12350
9.399042129516602,9.403278350830078,8.203720092773438,8.212879180908203,12091
8.884870529174805,8.876664161682129,7.645228862762451,8.183537483215332,12384
10.025883674621582,9.366565704345703,8.803942680358887,8.815826416015625,11970
10.033489227294922,9.482107162475586,8.82337474822998,8.272396087646484,11923
9.370737075805664,8.854331016540527,8.16224479675293,8.186670303344727,11063
9.400954246520996,8.883170127868652,8.188260078430176,8.197943687438965,12328
9.495365142822266,9.485106468200684,8.78921127319336,8.793051719665527,11713
9.366381645202637,8.843948364257812,8.145169258117676,8.13879108428955,11299
9.438420295715332,9.41184139251709,8.265572547912598,8.268378257751465,12360
8.88086223602295,8.865428924560547,7.672519683837891,8.221077919006348,11589
9.477921485900879,9.465150833129883,8.245396614074707,8.778124809265137,11879
8.876492500305176,8.868247985839844,8.18868350982666,8.233573913574219,11996
10.028510093688965,9.411066055297852,8.788856506347656,8.813392639160156,10309
9.436016082763672,9.41242790222168,8.252715110778809,8.26102352142334,11373
9.459874153137207,9.441974639892578,8.216075897216797,8.259756088256836,12527
9.442865371704102,8.9102201461792,7.671461582183838,8.240506172180176,12296
9.533872604370117,9.493743896484375,8.79318904876709,8.815662384033203,10873
9.458788871765137,8.914285659790039,7.682447910308838,8.250421524047852,10848
8.856832504272461,8.842318534851074,7.646874904632568,8.201801300048828,11445
8.842111587524414,8.834898948669434,7.5994415283203125,8.161961555480957,11419
9.390243530273438,9.381929397583008,8.179524421691895,8.19385814666748,11707
9.38870906829834,9.36589527130127,8.149642944335938,8.192695617675781,11425
9.517062187194824,9.435842514038086,8.80196475982666,8.823648452758789,10380
9.396050453186035,9.38121509552002,8.177489280700684,8.21451187133789,10538
9.45091438293457,9.436453819274902,8.238570213317871,8.251666069030762,10274
8.823351860046387,8.810659408569336,7.591508865356445,7.634577751159668,11320
9.396946907043457,9.377476692199707,8.165873527526855,8.19103717803955,12197
