Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released,sample_id
1.2145192623138428,1.2316168546676636,1.229155421257019,2.3572518825531006,1.214638352394104,2.3217313289642334,0.6539463996887207,2.3698649406433105,731
2.5067389011383057,3.6365749835968018,3.0487256050109863,3.680274724960327,3.052905559539795,3.661961078643799,1.9153629541397095,3.680964231491089,734
3.252363920211792,4.460336208343506,3.810189723968506,5.05881404876709,3.8133914470672607,5.020467281341553,2.604566812515259,5.0581746101379395,699
3.0841197967529297,3.734280824661255,3.1475958824157715,4.327252388000488,3.1384804248809814,4.29640007019043,2.458387851715088,4.3267502784729,686
2.474634885787964,3.055088758468628,3.0368807315826416,4.251253128051758,2.5057241916656494,3.703148365020752,1.8649272918701172,4.252392768859863,732
5.763251304626465,8.407866477966309,6.324892520904541,9.798812866210938,6.385701656341553,9.111238479614258,4.384669780731201,9.79806137084961,702
4.955716133117676,7.0541300773620605,4.977903842926025,9.014649391174316,5.040341854095459,8.317752838134766,3.667137622833252,9.020334243774414,657
6.429195880889893,9.011007308959961,6.976266384124756,9.781991958618164,7.115014553070068,9.123489379882812,5.682597637176514,9.788168907165527,667
5.841922283172607,7.411562919616699,5.883236408233643,11.384239196777344,5.9504523277282715,9.966894149780273,3.907224178314209,10.816418647766113,714
6.39137077331543,9.10362720489502,6.394893646240234,9.951471328735352,6.524908542633057,9.25825309753418,5.095010280609131,9.963114738464355,650
2.536097288131714,3.141280174255371,2.5630695819854736,4.927437782287598,2.541266918182373,4.367656230926514,1.8978272676467896,4.950965404510498,703
1.1631971597671509,1.1826202869415283,1.1737992763519287,2.2594568729400635,1.1678307056427002,1.7363862991333008,0.6227689385414124,2.2636754512786865,652
4.570520877838135,5.946122646331787,4.599947929382324,6.600353240966797,4.647167682647705,6.517126560211182,3.4031014442443848,6.601204872131348,631
1.1327886581420898,1.1546050310134888,1.1436659097671509,1.7077021598815918,1.1344331502914429,1.6934865713119507,0.6106137633323669,1.7140073776245117,706
3.284799575805664,3.9400522708892822,3.3905296325683594,6.453797340393066,3.3205130100250244,5.815265655517578,2.094433069229126,6.4530181884765625,630
1.7690740823745728,1.8251365423202515,1.797576665878296,2.955045223236084,1.7814228534698486,2.412803888320923,1.2183935642242432,2.956787109375,671
1.8113296031951904,1.856076955795288,1.8551188707351685,3.0296945571899414,1.8232662677764893,2.991746187210083,1.247765302658081,3.550818920135498,700
4.734157085418701,6.6902971267700195,4.763215065002441,7.964771747589111,4.819904804229736,7.326824188232422,3.5263028144836426,7.4480767250061035,730
1.1909109354019165,1.7179934978485107,1.7101026773452759,2.302046298980713,1.1951425075531006,2.279273271560669,1.1536133289337158,2.3108792304992676,718
3.1185169219970703,3.7990639209747314,3.159519672393799,4.979121685028076,3.164567708969116,4.921046257019043,2.0027403831481934,4.98811149597168,708
1.8778588771820068,2.4366822242736816,2.430522918701172,3.618453025817871,1.8900123834609985,3.0609219074249268,1.2873228788375854,3.6229934692382812,737
2.51234769821167,3.1604204177856445,2.5348970890045166,4.361116886138916,2.5407843589782715,4.305541515350342,1.9045771360397339,4.367232799530029,683
