Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released,sample_id
2.51234769821167,3.1604204177856445,2.5348970890045166,4.361116886138916,2.5407843589782715,4.305541515350342,1.9045771360397339,4.367232799530029,674
2.51234769821167,3.1604204177856445,2.5348970890045166,4.361116886138916,2.5407843589782715,4.305541515350342,1.9045771360397339,4.367232799530029,704
3.091306447982788,3.7455549240112305,3.1511709690093994,4.341734409332275,3.1447362899780273,4.310812950134277,2.4645838737487793,4.342241287231445,666
5.6616973876953125,7.85349702835083,5.677983283996582,9.776041984558105,5.770254611968994,9.069241523742676,4.323935508728027,9.781630516052246,640
4.1665873527526855,4.928312301635742,4.791422367095947,8.187488555908203,4.201071262359619,7.513088703155518,2.828232526779175,8.207096099853516,644
8.124347686767578,10.907240867614746,8.67989444732666,12.293554306030273,8.862031936645508,11.5299711227417,6.785103797912598,12.281538963317871,632
3.9947943687438965,5.266760349273682,4.057441711425781,7.191825866699219,4.035348415374756,6.585434913635254,2.744048595428467,7.198085784912109,636
1.8310236930847168,2.3842263221740723,1.8550214767456055,3.5692567825317383,1.8388381004333496,3.0241665840148926,1.2635301351547241,3.5858426094055176,738
7.290648460388184,10.053899765014648,7.33427095413208,10.847017288208008,7.992305278778076,10.145263671875,6.023218631744385,10.835257530212402,692
4.087828636169434,5.982331275939941,4.614194393157959,7.232545852661133,4.669529914855957,6.608555793762207,3.412099599838257,7.217488765716553,690
8.01980972290039,10.92573070526123,8.018427848815918,12.23723030090332,8.705145835876465,11.506230354309082,6.127430438995361,12.227713584899902,705
1.1347240209579468,1.1548054218292236,1.1525272130966187,1.7139489650726318,1.1384934186935425,1.694814920425415,0.6164926290512085,1.718515157699585,694
7.230152606964111,9.8735990524292,7.787999629974365,10.643866539001465,7.9524922370910645,9.968335151672363,5.978932857513428,10.643242835998535,654
3.2835397720336914,4.533527374267578,3.3019073009490967,5.763784885406494,3.3207223415374756,5.1815338134765625,2.6112308502197266,5.770650863647461,668
3.2835397720336914,4.533527374267578,3.3019073009490967,5.763784885406494,3.3207223415374756,5.1815338134765625,2.6112308502197266,5.770650863647461,717
2.4792776107788086,3.0887293815612793,2.517266035079956,4.2800116539001465,2.503997802734375,4.229968547821045,1.8804290294647217,4.287959575653076,658
8.215710639953613,11.83543586730957,8.24100399017334,13.46810531616211,8.429165840148926,12.571227073669434,5.671908378601074,13.437895774841309,639
1.7707878351211548,2.326604127883911,1.7814929485321045,2.9177463054656982,1.780610203742981,2.8846189975738525,1.2223148345947266,2.9217827320098877,681
6.653468608856201,9.358332633972168,7.212256908416748,11.514078140258789,7.357037544250488,10.168984413146973,5.248793601989746,11.472101211547852,711
6.030749797821045,7.581264495849609,6.581533908843994,12.308048248291016,6.099801540374756,10.346772193908691,3.9900052547454834,11.715080261230469,651
2.52554988861084,3.7038049697875977,2.5365335941314697,4.32450008392334,2.553147792816162,4.271381378173828,1.9459782838821411,4.326452255249023,697
3.975379467010498,4.762167930603027,4.007916450500488,7.299497604370117,4.035073280334473,6.603299617767334,2.7740864753723145,7.289308547973633,678
0.5613701939582825,0.5613701343536377,0.5613701343536377,1.0795655250549316,0.5613701939582825,1.0736702680587769,0.5613701939582825,1.0821243524551392,724
5.779258728027344,8.468594551086426,5.825089931488037,9.97833251953125,6.4216628074646,9.235804557800293,4.484316349029541,9.990457534790039,713
5.415892124176025,7.34299898147583,5.4697136878967285,8.147971153259277,6.062591552734375,7.500359535217285,4.182138919830322,8.147526741027832,682
1.19553542137146,1.712379813194275,1.2112975120544434,2.3165764808654785,1.1989723443984985,2.2849810123443604,1.146610140800476,2.324603796005249,662
2.4626829624176025,3.0665767192840576,2.4906578063964844,4.243776798248291,2.4865355491638184,3.7005879878997803,1.8562321662902832,4.25006103515625,679
4.049819469451904,5.400492191314697,4.070350170135498,7.277074337005615,4.067587852478027,6.666911602020264,2.789863109588623,7.303941249847412,727
3.524364948272705,4.736031532287598,4.106051445007324,7.384340286254883,3.5392303466796875,6.726588249206543,2.226961851119995,7.391471862792969,655
1.1082494258880615,1.1284314393997192,1.1114168167114258,1.6554111242294312,1.1081751585006714,1.647283673286438,0.5902850031852722,1.662205696105957,707
6.182614326477051,8.20259952545166,6.22404146194458,8.937212944030762,6.326736927032471,8.304327011108398,4.951920509338379,8.939122200012207,685
3.1186435222625732,3.8318686485290527,3.118354082107544,5.023840427398682,3.1427745819091797,4.957895278930664,2.001314163208008,5.043478488922119,673
1.8951176404953003,2.4770827293395996,2.4386582374572754,3.6435811519622803,2.4109954833984375,3.5964362621307373,1.3006612062454224,3.645552635192871,687
1.7757740020751953,2.3023624420166016,1.8113914728164673,2.938718557357788,1.7918497323989868,2.893165349960327,1.2207093238830566,2.9374470710754395,647
3.3384225368499756,4.514971733093262,3.9260168075561523,6.462993621826172,3.3820319175720215,5.862259387969971,2.1176137924194336,6.465512752532959,633
3.2466025352478027,3.937068462371826,3.8048267364501953,5.731628894805908,3.283895492553711,5.154109954833984,2.071667194366455,5.736114501953125,735
1.9775829315185547,2.53782057762146,2.5357396602630615,4.380012035369873,1.975334882736206,3.8060107231140137,1.3571749925613403,4.444630146026611,728
2.5077714920043945,3.1175990104675293,3.05647611618042,4.263098239898682,2.5349886417388916,3.714024782180786,1.8930941820144653,4.2647624015808105,653
6.996243953704834,8.465075492858887,7.094767093658447,9.763327598571777,7.727215766906738,9.087728500366211,5.778649806976318,9.746963500976562,645
5.773568153381348,8.452424049377441,5.781099796295166,9.920702934265137,6.3728132247924805,9.188406944274902,4.395925998687744,9.916433334350586,641
2.5936295986175537,3.1890647411346436,2.6454062461853027,5.120260715484619,2.6093266010284424,4.5060224533081055,1.9391090869903564,5.118788242340088,736
6.3347392082214355,8.510052680969238,6.4059553146362305,9.851140022277832,6.476541519165039,9.17218017578125,4.446030616760254,9.844768524169922,720
3.9037883281707764,5.215810775756836,3.929713487625122,6.435108661651611,3.9720027446746826,5.835633277893066,3.254305839538574,6.431235313415527,695
5.307595252990723,7.253314018249512,6.4764485359191895,10.80764389038086,5.836968421936035,10.026182174682617,3.772329092025757,10.788972854614258,698
4.158820152282715,6.0781168937683105,4.717411994934082,7.394760608673096,4.758977890014648,6.762210845947266,3.4771435260772705,7.412378311157227,635
4.160650730133057,6.082760810852051,4.719956398010254,7.395094871520996,4.762679100036621,6.763530731201172,3.48406720161438,7.412881851196289,664
3.8932509422302246,5.180569171905518,3.922212600708008,6.500627040863037,3.9667696952819824,5.8808674812316895,2.73747181892395,6.507448196411133,689
3.302602529525757,4.480845928192139,3.873476266860962,5.835227966308594,3.337007761001587,5.753493785858154,2.591893434524536,6.335830211639404,670
2.7323827743530273,3.8844614028930664,3.293572425842285,5.857263565063477,3.239755868911743,5.239656925201416,2.0613086223602295,5.867101192474365,721
0.5310723185539246,0.5310722589492798,0.5310723185539246,0.5310723185539246,0.5310722589492798,0.5310722589492798,0.5310723185539246,0.5310722589492798,725
6.875080108642578,9.683380126953125,7.420665264129639,13.297538757324219,7.524281978607178,11.772846221923828,4.819874286651611,12.677600860595703,660
