Beer_Name,Brew_Factory_Name,Style,ABV
6.964327812194824,8.920453071594238,11.702461242675781,10.52073860168457
9.150969505310059,10.547541618347168,13.251042366027832,12.555891036987305
7.579539775848389,9.280251502990723,11.89178466796875,11.251643180847168
0.2880057096481323,0.2923893630504608,0.45146292448043823,0.3512254059314728
1.9540458917617798,2.409613847732544,3.373931407928467,2.771787643432617
0.294475793838501,0.4044204354286194,0.5210447311401367,0.4076053500175476
8.254413604736328,9.786136627197266,12.639998435974121,11.695119857788086
1.1774852275848389,1.500274419784546,2.1273458003997803,1.6287659406661987
0.41645482182502747,0.4696945250034332,0.7034946084022522,0.529851496219635
0.0,0.0,0.0,0.0
1.418493390083313,1.637411117553711,2.3664426803588867,1.8887494802474976
0.0,0.0,0.0,0.0
0.6779306530952454,0.8029181957244873,1.183342695236206,0.8628475666046143
4.489501476287842,5.5478925704956055,7.538932800292969,6.464645862579346
0.0,0.0,0.0,0.0
8.19450569152832,10.95809268951416,13.445252418518066,12.296331405639648
2.325385332107544,2.756983757019043,4.0460124015808105,3.2421720027923584
4.196413993835449,4.838109970092773,6.807399749755859,5.691944599151611
7.523256778717041,9.08586597442627,11.415069580078125,10.846539497375488
4.518689155578613,5.437426567077637,7.5869903564453125,6.318709373474121
4.076775074005127,4.816802024841309,6.800661563873291,5.574777126312256
4.300206184387207,5.254415988922119,7.4333930015563965,6.263279438018799
0.23580579459667206,0.2890967130661011,0.4063422679901123,0.29747623205184937
3.380498170852661,4.16658353805542,5.946694850921631,4.930163383483887
6.615691184997559,8.077066421508789,10.904571533203125,9.669856071472168
0.0,0.0,0.0,0.0
0.7204155325889587,0.8442214131355286,1.1651954650878906,0.973024308681488
3.554558038711548,4.271364688873291,5.899068832397461,4.9240312576293945
0.9857134222984314,1.2122300863265991,1.779691457748413,1.3578013181686401
4.440328598022461,5.544930458068848,7.558079719543457,6.665102958679199
2.987293243408203,3.3124003410339355,4.916463375091553,3.723816394805908
1.1656403541564941,1.2365814447402954,1.8132301568984985,1.4122434854507446
5.941001892089844,7.2620158195495605,9.415620803833008,8.121455192565918
0.879646897315979,1.0380467176437378,1.4887992143630981,1.1159924268722534
0.030644891783595085,0.04292001575231552,0.043519262224435806,0.03737802430987358
4.95352029800415,6.009275436401367,8.158425331115723,7.200446605682373
9.776622772216797,12.885645866394043,0.0,14.232721328735352
2.360814332962036,2.785066843032837,3.8083853721618652,3.23526930809021
0.34728869795799255,0.4034268260002136,0.5698755383491516,0.4654252827167511
4.037787914276123,4.956110000610352,6.997023105621338,5.888098239898682
1.5244805812835693,1.8911769390106201,2.6860880851745605,2.1567161083221436
5.745553493499756,7.163646697998047,9.703289031982422,8.291031837463379
2.854524850845337,3.2058262825012207,4.812911033630371,3.6408276557922363
4.7378082275390625,5.905373573303223,7.921037673950195,6.906355857849121
4.363277912139893,5.433177947998047,7.213555335998535,6.227509498596191
4.883817195892334,5.978512287139893,7.823455810546875,7.1393561363220215
0.0,0.0,0.0,0.0
1.3240621089935303,1.659873127937317,2.4744722843170166,1.9098728895187378
3.5651135444641113,4.1325907707214355,5.663851737976074,4.820952415466309
1.4099950790405273,1.6312905550003052,2.361248731613159,1.8738502264022827
2.443605899810791,2.8739588260650635,4.161940574645996,3.379549503326416
3.8589489459991455,4.779794216156006,6.573796272277832,5.461555480957031
5.208683967590332,6.437514305114746,8.62281608581543,7.577783107757568
6.351424694061279,7.830150604248047,10.001976013183594,8.818316459655762
3.3823540210723877,4.164138317108154,5.676539897918701,4.882894039154053
1.1731135845184326,1.3968826532363892,2.0034289360046387,1.5371640920639038
0.4816409945487976,0.5446009039878845,0.820013701915741,0.6136859059333801
6.14601993560791,7.562437534332275,9.920165061950684,9.12524127960205
6.3568878173828125,8.176566123962402,10.43039608001709,9.214364051818848
6.3054938316345215,7.655513763427734,10.768465995788574,8.679112434387207
0.0,0.0,0.0,0.0
2.1293554306030273,2.3788716793060303,3.5745184421539307,2.671590805053711
0.5394296646118164,0.6093735694885254,0.8728970885276794,0.6868890523910522
2.553722381591797,2.9717652797698975,4.295455455780029,3.4470763206481934
11.073873519897461,13.88842487335205,16.63666534423828,12.512415885925293
0.5183207988739014,0.7165055871009827,1.0151140689849854,0.6274842023849487
4.964066982269287,6.074171543121338,6.882767677307129,6.268819332122803
0.25034236907958984,0.20979592204093933,0.28618890047073364,0.36216458678245544
