Beer_Name,Brew_Factory_Name,Style,ABV,sample_id
4.788410186767578,4.7368035316467285,5.398105144500732,4.790145397186279,0
6.051897048950195,5.487372398376465,6.125351905822754,5.502553939819336,1
4.1680426597595215,4.1591620445251465,5.355987071990967,4.736279010772705,2
4.171215534210205,4.174955368041992,5.371866226196289,4.7542572021484375,3
5.378562927246094,4.849780082702637,5.530241966247559,5.408956527709961,4
6.097270965576172,5.538730144500732,6.152270793914795,6.047545433044434,5
6.124739646911621,5.559395790100098,6.1830010414123535,6.075978755950928,6
5.993180274963379,6.056487083435059,6.08310079574585,6.011706829071045,7
5.34119176864624,4.779025077819824,5.41994571685791,5.314416408538818,8
4.725407123565674,4.685604572296143,5.3414177894592285,4.7434306144714355,9
5.3483500480651855,4.78914737701416,5.414554119110107,5.3190016746521,10
6.009511947631836,5.4745192527771,6.0795817375183105,5.469756603240967,11
5.987286567687988,5.4552202224731445,6.043360710144043,5.452548980712891,12
5.309507846832275,4.755600452423096,5.411818027496338,4.7968573570251465,13
3.532886028289795,4.074326515197754,4.834761619567871,4.717564105987549,15
5.619562149047852,5.555807590484619,6.241840839385986,5.612368106842041,16
6.22160005569458,6.140663146972656,6.7914204597473145,6.167398929595947,17
6.124387741088867,6.1080851554870605,6.785706043243408,6.114926338195801,18
6.140754222869873,5.5335235595703125,6.815272331237793,5.583271026611328,19
6.138824939727783,6.193634986877441,6.743180751800537,6.14959716796875,20
6.142938137054443,5.576488494873047,6.204522609710693,6.086235523223877,21
4.61765718460083,4.073599338531494,5.32415246963501,4.643932342529297,22
4.682905673980713,4.656474590301514,5.313108444213867,4.72489595413208,24
5.424226760864258,5.367808818817139,5.973506927490234,5.387021541595459,25
2.538734197616577,2.561131477355957,3.8591763973236084,3.1802892684936523,26
5.621687889099121,5.558528900146484,6.2539801597595215,5.61497688293457,27
5.459033966064453,4.907059669494629,6.1008710861206055,5.476137638092041,28
6.148523807525635,5.58542013168335,6.2028069496154785,6.094925403594971,29
6.102269172668457,5.5401611328125,6.1570587158203125,5.551029205322266,30
4.067198276519775,4.082261562347412,4.785427570343018,4.663269996643066,31
3.9982783794403076,3.9669432640075684,4.617364883422852,4.0292768478393555,32
6.069521427154541,5.510541915893555,6.1422038078308105,5.527717113494873,33
5.33860969543457,6.019504070281982,5.9683966636657715,5.926992416381836,34
6.0389404296875,6.034723281860352,6.11276388168335,6.018398284912109,35
2.118936061859131,2.643582344055176,3.9804677963256836,2.781975507736206,36
6.03168249130249,5.490535259246826,6.103347301483154,5.490323543548584,37
6.239810466766357,6.188149452209473,6.813983917236328,6.191579818725586,38
6.128080368041992,5.552692890167236,6.215887069702148,5.58164119720459,39
5.524245262145996,5.459169864654541,6.1494927406311035,5.516506195068359,40
6.144974708557129,5.5736775398254395,6.21898078918457,6.09340238571167,41
4.735463619232178,4.67758846282959,5.407105922698975,4.734254360198975,42
5.980289936065674,6.652758598327637,6.61860466003418,6.061802864074707,44
6.059979438781738,6.056857585906982,6.124189376831055,6.037827968597412,45
6.049302101135254,6.1439995765686035,6.6466064453125,6.085026264190674,46
5.981866836547852,6.051119804382324,6.068220615386963,6.000829219818115,47
6.191543102264404,6.755050182342529,6.797338962554932,6.212096691131592,48
6.138948440551758,5.568179607391357,6.2065324783325195,6.088761806488037,49
5.400669574737549,4.811636447906494,6.079160213470459,5.367238521575928,50
6.024215221405029,6.044915676116943,6.705904006958008,6.042658805847168,51
6.1215434074401855,6.111906051635742,6.6861677169799805,6.095970630645752,54
5.477057456970215,5.402878761291504,6.092432498931885,5.458899021148682,55
6.093421936035156,5.526162147521973,6.187962055206299,5.550318241119385,56
6.127549171447754,6.09210205078125,6.701053619384766,6.091041564941406,57
5.382177829742432,4.826693534851074,6.007331848144531,5.374276161193848,58
6.138163089752197,6.113422393798828,6.188812255859375,6.105279922485352,59
5.378724098205566,4.820167064666748,6.106711387634277,5.386623382568359,60
6.051798343658447,5.499338150024414,6.10638427734375,5.512186527252197,61
5.97593879699707,5.43483829498291,6.027906894683838,5.4397172927856445,62
5.483662128448486,5.439216136932373,6.09217643737793,5.492975234985352,63
4.7042036056518555,4.674232482910156,5.311085224151611,4.730878829956055,64
5.9523186683654785,5.446431636810303,5.993337154388428,5.428353309631348,65
6.159667015075684,6.184422969818115,6.741024017333984,6.15393590927124,66
6.126219749450684,5.558526039123535,6.182549476623535,5.578800201416016,67
4.8250651359558105,4.782186985015869,5.455191135406494,4.836731433868408,68
3.4100756645202637,3.4420950412750244,4.77895450592041,4.060945510864258,69
3.5210604667663574,3.552696943283081,5.450390815734863,4.19584846496582,70
4.105806827545166,4.101217746734619,4.75634765625,4.663222312927246,71
2.094205141067505,2.6142780780792236,3.9354097843170166,2.746013879776001,72
2.1099205017089844,2.1344497203826904,3.979907274246216,2.771404981613159,73
4.122722148895264,4.105399131774902,5.414580821990967,4.698697566986084,74
6.045691967010498,6.037516117095947,6.121161460876465,6.018682479858398,75
6.0248284339904785,6.0376973152160645,6.114063262939453,6.010784149169922,76
5.970749378204346,5.463326930999756,6.021886825561523,5.44422721862793,77
5.449387550354004,4.891643524169922,6.080297946929932,5.449842929840088,78
4.747074127197266,4.699261665344238,5.33442497253418,4.746805667877197,79
5.474485397338867,5.410491943359375,6.035634994506836,5.435423851013184,80
5.9592461585998535,6.590180397033691,6.076452732086182,6.021987438201904,81
6.130771636962891,6.123733997344971,6.830535411834717,6.130334854125977,82
3.386044502258301,3.4173238277435303,4.728494167327881,4.040162086486816,84
5.863582611083984,5.355855941772461,5.99492073059082,5.358616352081299,85
