Beer_Name,Brew_Factory_Name,Style,ABV
3.9933254718780518,3.998021364212036,5.312469482421875,4.594725608825684
3.823667526245117,3.7872862815856934,4.4521002769470215,3.8575448989868164
2.483098030090332,2.4738197326660156,3.0619475841522217,3.012955904006958
1.1081892251968384,1.1232373714447021,1.6564412117004395,1.1331700086593628
0.0,0.0,0.0,0.0
1.8533562421798706,1.8763459920883179,3.003709077835083,2.416374683380127
1.8039127588272095,1.8302996158599854,2.428586721420288,2.356112003326416
3.1714208126068115,3.188807487487793,4.404750823974609,3.2564964294433594
2.5605175495147705,2.5674362182617188,3.7479870319366455,3.125150680541992
1.1426876783370972,1.1582977771759033,1.7032496929168701,1.1681619882583618
3.0678820610046387,3.052741289138794,3.667635440826416,3.10062575340271
3.0918455123901367,3.080604076385498,3.6921932697296143,3.1325953006744385
3.996387004852295,3.9543135166168213,5.15056037902832,4.534534454345703
1.7603096961975098,1.7723987102508545,2.3246288299560547,1.7912843227386475
1.841102957725525,2.3499069213867188,2.419416904449463,2.3863766193389893
4.109861373901367,4.110960483551025,5.483163833618164,4.726902008056641
3.105111598968506,3.0889666080474854,3.6930325031280518,3.138500213623047
1.2382205724716187,1.7630181312561035,2.351466655731201,1.7882002592086792
2.481173276901245,2.49347186088562,3.131626844406128,3.0350115299224854
3.089564561843872,3.0732202529907227,3.690603256225586,3.126038074493408
3.922151803970337,3.9301841259002686,5.237246513366699,4.024380207061768
2.4284539222717285,2.4266741275787354,3.0142126083374023,2.4605302810668945
1.1292917728424072,1.1386300325393677,1.6612383127212524,1.1466416120529175
0.5058836936950684,0.5058836936950684,0.5058837532997131,0.5058837532997131
0.0,0.0,0.0,0.0
1.2368357181549072,1.7633100748062134,2.3426802158355713,1.788814902305603
0.0,0.0,0.0,0.0
3.7531657218933105,3.2325997352600098,4.370123863220215,3.7967073917388916
1.7393574714660645,1.758857250213623,2.3052258491516113,1.7800073623657227
2.483956813812256,2.500274658203125,3.657830238342285,2.5429577827453613
3.0884060859680176,3.0739386081695557,3.688364028930664,3.1261956691741943
1.154982566833496,1.1686046123504639,1.721644639968872,1.178024411201477
1.7406915426254272,1.7592122554779053,2.304593086242676,1.779500126838684
3.1009507179260254,3.0813918113708496,3.702950954437256,3.1271276473999023
3.1880686283111572,3.2044262886047363,4.4646430015563965,3.2702324390411377
1.773249626159668,1.7784498929977417,2.332156181335449,1.7978230714797974
2.5670719146728516,2.568410634994507,3.7315566539764404,3.1291072368621826
2.435331344604492,2.4580740928649902,3.1017916202545166,2.502551317214966
0.5652602910995483,0.5652602314949036,1.0806440114974976,1.0721758604049683
3.0675032138824463,3.0576250553131104,3.6623387336730957,3.109194278717041
3.39719820022583,3.8931567668914795,4.663158416748047,3.9890122413635254
0.554740309715271,0.5547403693199158,1.060597538948059,0.554740309715271
3.0726349353790283,3.072180986404419,3.6887998580932617,3.1276800632476807
3.2785325050354004,3.2932827472686768,4.571305274963379,3.869250535964966
3.208813190460205,3.189035415649414,3.819902181625366,3.748023509979248
1.8856492042541504,2.3918628692626953,3.02816104888916,2.4349334239959717
5.383504390716553,5.302356243133545,5.9776201248168945,5.3865065574646
2.5726120471954346,2.583491086959839,3.784740447998047,3.1413068771362305
2.381239414215088,2.389510154724121,2.9596240520477295,2.4231724739074707
2.508432388305664,2.50070858001709,3.0981011390686035,3.0425667762756348
2.488025188446045,2.480823278427124,3.0737550258636475,3.0203728675842285
4.090383529663086,4.079939842224121,5.387204170227051,4.691644668579102
1.8334250450134277,1.8485558032989502,2.950104236602783,2.3801043033599854
3.217663526535034,3.206521511077881,3.8463382720947266,3.7690751552581787
1.7641109228134155,1.7744574546813965,2.327805519104004,1.7939918041229248
4.750499725341797,4.740363121032715,6.1593194007873535,4.871718883514404
0.0,0.0,0.0,0.0
4.819538593292236,4.808525562286377,6.225674629211426,5.439400672912598
0.0,0.0,0.0,0.0
1.169615387916565,1.1837037801742554,1.7424293756484985,1.1934906244277954
3.846155881881714,3.812474012374878,4.463191509246826,3.8801429271698
1.865020990371704,2.3750269412994385,2.95930814743042,2.412797212600708
2.427365303039551,2.428887367248535,3.0163087844848633,2.4638609886169434
3.0369954109191895,2.52396559715271,3.6295039653778076,3.075793981552124
1.7814254760742188,1.8204253911972046,2.4362618923187256,1.8466209173202515
0.0,0.0,0.0,0.0
4.5534210205078125,4.006994724273682,5.200727939605713,4.597662925720215
