Beer_Name,Brew_Factory_Name,Style,ABV
11.076510429382324,11.329636573791504,13.473172187805176,13.729585647583008
9.475412368774414,9.68137264251709,11.605512619018555,11.797359466552734
1.9278111457824707,1.9523842334747314,2.719996213912964,2.5258283615112305
2.054685354232788,2.0924673080444336,2.923797845840454,2.669189691543579
1.9480129480361938,1.9584417343139648,2.724614381790161,2.5315613746643066
7.678287982940674,7.817234039306641,9.451983451843262,9.600468635559082
3.7876124382019043,3.8374388217926025,5.058216094970703,4.9508843421936035
3.8449463844299316,3.8887224197387695,5.190096855163574,4.995822906494141
3.997342109680176,4.036226749420166,5.535398483276367,5.169183254241943
5.744379997253418,5.856079578399658,7.577425003051758,7.515991687774658
4.110742092132568,4.169767379760742,5.337705135345459,5.234536647796631
3.7478888034820557,3.7907698154449463,5.155895709991455,4.9229841232299805
6.054015159606934,6.203830242156982,7.556122779846191,7.642694473266602
5.807597637176514,5.817451477050781,7.569302082061768,7.4624457359313965
